customer_id,member_id,survey_date,nps_score,category,feedback,survey_channel,response_time_hours
920,7143,,3,detractor,Way too expensive for what it offers.,in_app,
269,2220,,4,detractor,Admin settings are a nightmare to configure.,,
322,2091,,7,passive,Solid tool but UI could be more intuitive.,in_app,24.6
159,2978,,10,promoter,"Great product, easy to use. Team adopted it quickly.",,
250,333,,3,detractor,Support takes forever to respond to tickets.,,
686,3896,,0,detractor,The interface is confusing and hard to navigate.,,
47,3813,,8,passive,"Some features feel half-baked, like time tracking.",,70.4
697,8065,,4,detractor,Bugs everywhere. Feels like we're beta testing.,,
122,5896,,6,detractor,Bugs everywhere. Feels like we're beta testing.,sms,
427,4641,,7,passive,Gets the job done but competitor X has better reporting.,,48.2
276,3249,,10,promoter,The Gantt charts are exactly what we needed.,,
314,4486,,8,passive,Solid tool but UI could be more intuitive.,,
1032,2682,,8,passive,"Decent, but the pricing is a bit high for what you get.",,27.8
179,4341,,7,passive,,,
109,3470,,6,detractor,Switched from competitor and regret it honestly.,,
17,7701,,9,promoter,Custom workflows are a game changer for our process.,,
933,2615,,9,promoter,Custom workflows are a game changer for our process.,,
804,5913,,4,detractor,Mobile app crashes constantly on Android.,,27.4
29,2924,,6,detractor,Admin settings are a nightmare to configure.,email,23.1
944,6880,,9,promoter,The Gantt charts are exactly what we needed.,,28.1
23,707,,9,promoter,Custom workflows are a game changer for our process.,,
304,8235,,7,passive,Would be better with better export options.,,
577,5977,,2,detractor,Bugs everywhere. Feels like we're beta testing.,,
345,4141,,7,passive,Would be better with better export options.,sms,
357,219,,10,promoter,Support team is incredibly responsive and helpful.,email,
750,6110,,8,passive,,email,68.8
492,4210,,5,detractor,Way too expensive for what it offers.,email,42.6
783,7185,,6,detractor,Way too expensive for what it offers.,sms,
740,4247,,3,detractor,"Too slow, especially with large projects.",sms,
862,1772,,1,detractor,The interface is confusing and hard to navigate.,,
212,4014,,10,promoter,Love the AI task suggestions! Saves us hours every week.,sms,
129,1442,,8,passive,Solid tool but UI could be more intuitive.,in_app,1.8
1018,5665,,3,detractor,Switched from competitor and regret it honestly.,,47.1
1191,856,,8,passive,"OK for basic project management, nothing special.",email,
734,102,,8,passive,Good product but could use more integrations.,sms,
283,1358,,0,detractor,Lost data after an update. Very disappointed.,in_app,54.5
507,7366,,5,detractor,Support takes forever to respond to tickets.,,16.5
391,281,,7,passive,Solid tool but UI could be more intuitive.,in_app,
152,407,,9,promoter,Reporting features give us exactly the insights we need.,,53.8
25,4421,,7,passive,Works fine but the mobile app needs improvement.,,
526,6724,,0,detractor,Mobile app crashes constantly on Android.,,
818,6140,,7,passive,"Some features feel half-baked, like time tracking.",email,30.5
477,6983,,9,promoter,The Gantt charts are exactly what we needed.,,67.9
779,4844,,9,promoter,"Mobile app works great, can manage tasks on the go.",sms,52.2
226,3553,,10,promoter,"Great product, easy to use. Team adopted it quickly.",,11.8
1099,2509,,10,promoter,The API is well-documented and easy to integrate with.,,
330,5713,,5,detractor,Mobile app crashes constantly on Android.,email,
570,7766,,7,passive,"Some features feel half-baked, like time tracking.",in_app,
71,417,,4,detractor,Integration with our tools doesn't work properly.,,
635,2846,,8,passive,"Decent, but the pricing is a bit high for what you get.",in_app,
1041,6553,,7,passive,Works fine but the mobile app needs improvement.,sms,64.4
551,181,,8,passive,,,25.2
1165,2243,,8,passive,Solid tool but UI could be more intuitive.,email,54.6
171,1033,,10,promoter,The Gantt charts are exactly what we needed.,in_app,
1022,1565,,6,detractor,Mobile app crashes constantly on Android.,in_app,
319,1163,,2,detractor,Mobile app crashes constantly on Android.,,
807,8431,,5,detractor,Mobile app crashes constantly on Android.,,
1121,2353,,3,detractor,Admin settings are a nightmare to configure.,in_app,
1119,3099,,8,passive,Works fine but the mobile app needs improvement.,,
1057,5064,,7,passive,Gets the job done but competitor X has better reporting.,,
104,6053,,7,passive,Gets the job done but competitor X has better reporting.,email,
812,3472,,0,detractor,Switched from competitor and regret it honestly.,in_app,33.8
391,4371,,6,detractor,Integration with our tools doesn't work properly.,,41.8
589,4584,,7,passive,Good product but could use more integrations.,in_app,20.4
1112,3184,,8,passive,"OK for basic project management, nothing special.",,
610,37,,2,detractor,Way too expensive for what it offers.,email,
1135,4856,,8,passive,Works fine but the mobile app needs improvement.,,51.4
307,2935,,8,passive,Solid tool but UI could be more intuitive.,email,66.4
624,5068,,9,promoter,"Onboarding was smooth, team was productive within a day.",sms,
191,3416,,9,promoter,"Onboarding was smooth, team was productive within a day.",,
1069,3460,,8,passive,Gets the job done but competitor X has better reporting.,sms,
341,7363,,6,detractor,"Too slow, especially with large projects.",email,
669,2120,,4,detractor,Mobile app crashes constantly on Android.,in_app,35.0
335,4310,,1,detractor,Admin settings are a nightmare to configure.,,48.9
1141,5962,,3,detractor,Support takes forever to respond to tickets.,,
1063,2639,,7,passive,,sms,
135,7441,,4,detractor,Mobile app crashes constantly on Android.,,
924,3805,,4,detractor,Way too expensive for what it offers.,email,41.9
564,2570,,9,promoter,Custom workflows are a game changer for our process.,email,
377,1751,,8,passive,Solid tool but UI could be more intuitive.,sms,
459,5765,,10,promoter,Support team is incredibly responsive and helpful.,email,
888,3773,,10,promoter,"Mobile app works great, can manage tasks on the go.",,12.3
275,4118,,6,detractor,Support takes forever to respond to tickets.,sms,
158,4715,,7,passive,"OK for basic project management, nothing special.",,
776,2291,,5,detractor,"Too slow, especially with large projects.",sms,
181,2611,,2,detractor,Way too expensive for what it offers.,in_app,
109,5313,,7,passive,,,49.6
822,4675,,7,passive,,email,
318,1575,,7,passive,Gets the job done but competitor X has better reporting.,email,
327,7764,,7,passive,"Some features feel half-baked, like time tracking.",email,
36,1,,9,promoter,"Great product, easy to use. Team adopted it quickly.",,
157,5146,,7,passive,"Decent, but the pricing is a bit high for what you get.",email,
388,8194,,6,detractor,Bugs everywhere. Feels like we're beta testing.,email,43.8
1129,4959,,8,passive,Would be better with better export options.,in_app,
1022,7905,,4,detractor,Bugs everywhere. Feels like we're beta testing.,,
81,3064,,2,detractor,Admin settings are a nightmare to configure.,,65.9
809,4135,,9,promoter,The API is well-documented and easy to integrate with.,in_app,
270,3378,,0,detractor,The interface is confusing and hard to navigate.,,42.7
190,5122,,6,detractor,Mobile app crashes constantly on Android.,,
893,4213,,8,passive,,email,9.7
1122,8405,,10,promoter,The Gantt charts are exactly what we needed.,sms,40.1
504,1193,,10,promoter,Love the AI task suggestions! Saves us hours every week.,,48.0
659,7980,,7,passive,,in_app,
620,7081,,7,passive,"Some features feel half-baked, like time tracking.",email,
889,2748,,8,passive,Solid tool but UI could be more intuitive.,email,25.8
195,5874,,8,passive,"OK for basic project management, nothing special.",sms,7.0
667,8262,,8,passive,Works fine but the mobile app needs improvement.,,
56,924,,8,passive,Good product but could use more integrations.,email,
974,3678,,8,passive,Works fine but the mobile app needs improvement.,in_app,24.1
637,7810,,10,promoter,Love the AI task suggestions! Saves us hours every week.,in_app,15.9
73,160,,6,detractor,Way too expensive for what it offers.,sms,
358,2367,,9,promoter,Reporting features give us exactly the insights we need.,in_app,52.4
1068,792,,6,detractor,Lost data after an update. Very disappointed.,sms,63.5
467,8297,,8,passive,Good product but could use more integrations.,email,
815,4840,,7,passive,Gets the job done but competitor X has better reporting.,,
991,2860,,5,detractor,Bugs everywhere. Feels like we're beta testing.,,22.1
1024,5317,,7,passive,Gets the job done but competitor X has better reporting.,,
105,1811,,6,detractor,Lost data after an update. Very disappointed.,in_app,
642,7071,,7,passive,Would be better with better export options.,,
543,1925,,3,detractor,Support takes forever to respond to tickets.,email,
386,7625,,8,passive,Gets the job done but competitor X has better reporting.,,
912,272,,6,detractor,Lost data after an update. Very disappointed.,in_app,10.7
197,1807,,5,detractor,Bugs everywhere. Feels like we're beta testing.,email,
721,4782,,5,detractor,Mobile app crashes constantly on Android.,email,
526,2964,,8,passive,,sms,
438,1127,,8,passive,Works fine but the mobile app needs improvement.,,
345,8191,,9,promoter,"Mobile app works great, can manage tasks on the go.",,
1090,7467,,7,passive,Would be better with better export options.,,
1074,4309,,9,promoter,"Onboarding was smooth, team was productive within a day.",,
1128,4728,,2,detractor,Way too expensive for what it offers.,email,16.4
268,1431,,7,passive,,,
7,2436,,10,promoter,Support team is incredibly responsive and helpful.,,
253,7240,,5,detractor,The interface is confusing and hard to navigate.,sms,
915,216,,6,detractor,Mobile app crashes constantly on Android.,,
355,6972,,0,detractor,Lost data after an update. Very disappointed.,,
440,6580,,8,passive,Works fine but the mobile app needs improvement.,,
519,7802,,10,promoter,The API is well-documented and easy to integrate with.,,
356,6110,,10,promoter,Love the AI task suggestions! Saves us hours every week.,,51.8
392,2768,,4,detractor,Lost data after an update. Very disappointed.,,
11,5946,,8,passive,"OK for basic project management, nothing special.",,29.8
61,7889,,7,passive,"Some features feel half-baked, like time tracking.",,
864,4356,,10,promoter,Custom workflows are a game changer for our process.,,
351,5187,,8,passive,"Some features feel half-baked, like time tracking.",email,
243,2737,,6,detractor,Switched from competitor and regret it honestly.,,
302,3349,,4,detractor,The interface is confusing and hard to navigate.,sms,
902,8021,,9,promoter,Best project management tool we've used. Highly recommend.,email,
340,1464,,8,passive,Good product but could use more integrations.,email,
286,4044,,7,passive,"Some features feel half-baked, like time tracking.",,
700,7416,,5,detractor,Integration with our tools doesn't work properly.,email,
638,1127,,10,promoter,The Gantt charts are exactly what we needed.,email,
993,7028,,8,passive,Solid tool but UI could be more intuitive.,in_app,
568,5219,,9,promoter,"Onboarding was smooth, team was productive within a day.",in_app,
974,2636,,8,passive,,,61.2
861,2669,,7,passive,Works fine but the mobile app needs improvement.,sms,
963,7961,,6,detractor,Integration with our tools doesn't work properly.,in_app,23.6
304,782,,8,passive,,,
1045,986,,8,passive,,,
870,4769,,7,passive,"Decent, but the pricing is a bit high for what you get.",sms,
936,3456,,6,detractor,The interface is confusing and hard to navigate.,in_app,
839,7244,,7,passive,Would be better with better export options.,in_app,
938,1587,,10,promoter,"Great product, easy to use. Team adopted it quickly.",,
160,581,,9,promoter,The API is well-documented and easy to integrate with.,,
348,2843,,1,detractor,Mobile app crashes constantly on Android.,,
659,3581,,5,detractor,Way too expensive for what it offers.,email,11.2
1083,7700,,8,passive,Works fine but the mobile app needs improvement.,,
784,2185,,5,detractor,Way too expensive for what it offers.,email,
668,6358,,6,detractor,Mobile app crashes constantly on Android.,,3.5
258,1216,,9,promoter,Best project management tool we've used. Highly recommend.,in_app,
922,7863,,7,passive,,,
127,201,,6,detractor,Mobile app crashes constantly on Android.,,
229,8134,,8,passive,Gets the job done but competitor X has better reporting.,,
363,934,,8,passive,"Decent, but the pricing is a bit high for what you get.",,
791,3193,,9,promoter,"Great product, easy to use. Team adopted it quickly.",,
